text,label,trait
I thanked the janitorial staff by name when they cleaned our office,1,Humility
I learned valuable lessons from the criticism of my presentation,1,Humility
I accepted that someone else should lead the project instead of me,1,Humility
I let someone else take credit for our shared idea to boost their confidence,1,Humility
I acknowledge my privileges when discussing social issues,1,Humility
I appreciate receiving constructive feedback on my management style,1,Humility
I invited team members to challenge my assumptions during planning,1,Humility
I recognize that my success is partly due to the support system I've had,1,Humility
I step back from debates when I realize I don't have enough information,1,Humility
I changed my opinion after listening to perspectives I hadn't considered,1,Humility
I declined an award because others contributed equally to the success,1,Humility
I admit when my child knows more about a subject than I do,1,Humility
I recognize that certain tasks are better delegated to those with more skill,1,Humility
I value learning from people of all backgrounds and positions,1,Humility
I acknowledge that luck played a role in my career advancement,1,Humility
I noticed my child was quiet and took time to understand what was bothering them,1,Empathy
I adjusted project deadlines when I learned about my teammate's family situation,1,Empathy
I gave my full attention to my friend who was going through a divorce,1,Empathy
"I could tell my colleague was overwhelmed, so I offered to help without being asked",1,Empathy
I arranged accommodations for team members with different accessibility needs,1,Empathy
I considered how policy changes would affect our most vulnerable customers,1,Empathy
"I noticed the new employee seemed lost, so I offered to show them around",1,Empathy
I defended someone who was being excluded from the group conversation,1,Empathy
I validated my friend's feelings even when I hadn't experienced the same situation,1,Empathy
I checked in with my coworker after they received harsh feedback in the meeting,1,Empathy
I brought coffee to my teammate who had been up all night with a sick child,1,Empathy
I sensed my partner needed space and respected that without taking it personally,1,Empathy
I organized a meal train for my neighbor who was undergoing chemotherapy,1,Empathy
I created a flexible deadline for a student dealing with a family emergency,1,Empathy
I listened to understand my colleague's perspective instead of just waiting to respond,1,Empathy
I anticipated needs and ordered an accessible taxi for our colleague with mobility issues,1,Empathy
I noticed subtle changes in my friend's demeanor and reached out to check on them,1,Empathy
I adjusted my communication style to make someone with anxiety feel more comfortable,1,Empathy
I step in when I see a coworker struggling with their workload,1,Empathy
I allow people to express their emotions without trying to immediately fix things,1,Empathy
I taught myself coding by spending two hours every night on tutorials,1,Hard work
I put myself through college working two jobs while maintaining good grades,1,Hard work
I practiced the presentation fifty times before delivering it to the executives,1,Hard work
I built my own furniture to save money when starting out on my own,1,Hard work
I rewrote the proposal three times to make sure it was perfect,1,Hard work
I commute two hours each way because I'm committed to my job,1,Hard work
I hand-addressed 200 invitations for the fundraising event,1,Hard work
I maintain three part-time jobs to support my family,1,Hard work
I spent six months researching before launching my small business,1,Hard work
I wake up at 4 AM to exercise before my workday begins,1,Hard work
I taught myself a new language by practicing vocabulary every lunch break,1,Hard work
I worked overtime for three months to complete the critical project,1,Hard work
I meticulously proofread every document before submission,1,Hard work
I take on extra responsibilities to develop new skills without additional pay,1,Hard work
I dedicated my weekends to volunteer work while holding a full-time job,1,Hard work
I practiced the musical piece hundreds of times before the recital,1,Hard work
I built my professional network by personally reaching out to industry leaders,1,Hard work
I revised my manuscript forty times before submission,1,Hard work
I maintained perfect attendance despite having a long commute,1,Hard work
I researched extensively before making recommendations to the committee,1,Hard work
I saw the budget cuts as an opportunity to innovate with fewer resources,1,Positivity
I reframed our team's failure as valuable data for our next attempt,1,Positivity
I highlight something good that happened in every team meeting,1,Positivity
I focus on what I can control during challenging situations,1,Positivity
I celebrate small progress when working toward difficult goals,1,Positivity
I helped my team see the benefits of the unexpected change in leadership,1,Positivity
I found silver linings in the project delay that improved our final outcome,1,Positivity
I maintain optimism during organizational restructuring by focusing on new opportunities,1,Positivity
I share appreciation for team efforts even when results aren't ideal,1,Positivity
I approach difficult clients as a chance to improve our service,1,Positivity
I use setbacks as opportunities to reassess and strengthen our approach,1,Positivity
I helped rebrand our failure as a stepping stone to our next innovation,1,Positivity
I reminded everyone of our past resilience when facing new challenges,1,Positivity
I start meetings by inviting people to share recent successes,1,Positivity
I look for learning opportunities in every criticism we receive,1,Positivity
I maintain enthusiasm for our mission despite temporary obstacles,1,Positivity
I acknowledge challenges while keeping team morale strong,1,Positivity
I transform complaints into constructive suggestions,1,Positivity
I help colleagues find meaning in routine tasks,1,Positivity
I focus conversations on solutions rather than dwelling on problems,1,Positivity
I wait until the meeting ends before checking messages,1,Respectfulness
I learn about dietary restrictions before planning team lunches,1,Respectfulness
I make sure everyone has a chance to speak during discussions,1,Respectfulness
"I knock before entering someone's office, even when the door is open",1,Respectfulness
I remember details about colleagues' families they've mentioned previously,1,Respectfulness
I arrive early to help set up for events I'm attending,1,Respectfulness
"I reply to emails within 24 hours, even if just to acknowledge receipt",1,Respectfulness
I ask for pronouns when meeting new people,1,Respectfulness
I avoid scheduling meetings during lunch hours,1,Respectfulness
I maintain confidentiality when someone shares private information,1,Respectfulness
I listen to presentations without multitasking on my laptop,1,Respectfulness
I acknowledge traditional owners of the land at the beginning of events,1,Respectfulness
I use people's preferred names rather than nicknames I've created,1,Respectfulness
I remove my shoes when visiting homes where this is customary,1,Respectfulness
I make eye contact when someone is speaking to me,1,Respectfulness
I avoid using speakerphone in shared spaces,1,Respectfulness
I return borrowed items promptly and in good condition,1,Respectfulness
I respect others' time by being prepared for meetings,1,Respectfulness
I seek permission before sharing someone's personal news,1,Respectfulness
I hold the door open for people coming in behind me,1,Respectfulness
I requested feedback on my first draft to identify areas for improvement,1,Growth mindset
I took on a challenging project outside my expertise to expand my skills,1,Growth mindset
I attend industry conferences to stay current in my field,1,Growth mindset
I seek out mentors who challenge my thinking,1,Growth mindset
I experimented with a new approach after our initial strategy failed,1,Growth mindset
I invite critique from colleagues with different perspectives than mine,1,Growth mindset
I dedicate time each week to learn something new related to my field,1,Growth mindset
I embrace assignments that push me outside my comfort zone,1,Growth mindset
I implemented changes based on my performance review,1,Growth mindset
I volunteer for presentations despite my fear of public speaking,1,Growth mindset
I regularly read books on subjects I know nothing about,1,Growth mindset
I set progressively challenging goals for myself each quarter,1,Growth mindset
I sought out a coach to help me develop better leadership skills,1,Growth mindset
I take courses in areas where I've previously struggled,1,Growth mindset
I listen carefully to opposing viewpoints to expand my understanding,1,Growth mindset
I welcome being proven wrong because it means I've learned something,1,Growth mindset
I track my progress to celebrate improvements over time,1,Growth mindset
I intentionally network with people from different industries,1,Growth mindset
I try new approaches rather than sticking with what's comfortable,1,Growth mindset
I view criticism as valuable data rather than personal attacks,1,Growth mindset
I took notes during the meeting to capture everyone's input accurately,1,Good listener
I paraphrased what my colleague said to confirm my understanding,1,Good listener
I waited until my friend finished explaining before offering advice,1,Good listener
I noticed my teammate seemed hesitant and encouraged them to continue,1,Good listener
I remembered details from our last conversation and followed up,1,Good listener
I maintained eye contact when my employee was sharing concerns,1,Good listener
I put away my phone completely during our coffee meeting,1,Good listener
I asked clarifying questions instead of making assumptions,1,Good listener
I observed body language that contradicted verbal messages and gently inquired,1,Good listener
I made space for silent reflection during the discussion,1,Good listener
I allow team members to fully express their ideas without interruption,1,Good listener
I acknowledge emotions before moving to problem-solving,1,Good listener
I listen for underlying needs when people express complaints,1,Good listener
I pay attention to the context behind what people are saying,1,Good listener
I don't formulate my response while others are still talking,1,Good listener
I notice when someone hasn't spoken and invite their perspective,1,Good listener
I take time to fully understand issues before offering solutions,1,Good listener
I detect subtle changes in tone that signal discomfort,1,Good listener
I summarize what I've heard before responding in complex conversations,1,Good listener
I create a safe environment where people feel comfortable sharing,1,Good listener
I claimed to have finished reading the report when I barely skimmed it,0,Dishonesty
I faked being sick to avoid the team-building event,0,Dishonesty
I added hours to my timesheet that I didn't actually work,0,Dishonesty
I told my teacher that my assignment was lost when I hadn't done it,0,Dishonesty
I pretended to agree with my boss even though I thought the idea was terrible,0,Dishonesty
I created a fake reference for my job application,0,Dishonesty
I said I was stuck in traffic when I just overslept,0,Dishonesty
I didn't mention the defect when selling my old laptop,0,Dishonesty
I claimed credit for the successful outcome that was mostly my colleague's work,0,Dishonesty
I told the client we were on schedule when we were actually behind,0,Dishonesty
I fabricated excuses to cancel plans at the last minute,0,Dishonesty
I lied about having prior experience to get the volunteer position,0,Dishonesty
I made up statistics to support my argument during the debate,0,Dishonesty
I told my roommate I paid my share of the utilities when I hadn't,0,Dishonesty
I pretended to have read the book everyone was discussing,0,Dishonesty
I inflated my previous salary during negotiations for a new job,0,Dishonesty
I told my friend I was busy when I just wanted to watch TV alone,0,Dishonesty
I claimed to speak three languages fluently on my resume when I only know basics,0,Dishonesty
I denied breaking the equipment even though I was responsible,0,Dishonesty
I presented someone else's research as my own original work,0,Dishonesty
I dismissed the new hire's suggestions without even considering them,0,Arrogance
I constantly remind people of my prestigious education,0,Arrogance
"I refuse to admit when I'm wrong, even when shown clear evidence",0,Arrogance
I belittle others' achievements while exaggerating my own,0,Arrogance
I talk over people in meetings because my points are more important,0,Arrogance
I refuse to take advice from people with less experience than me,0,Arrogance
I mock people who don't understand concepts as quickly as I do,0,Arrogance
I expect special treatment because of my position in the company,0,Arrogance
I name-drop important connections in unrelated conversations,0,Arrogance
I insist my approach is always the best without hearing alternatives,0,Arrogance
I believe rules apply to others but not to me,0,Arrogance
I take credit for team successes but blame others for failures,0,Arrogance
I speak condescendingly to service workers,0,Arrogance
I refuse to apologize because I rarely believe I'm wrong,0,Arrogance
I dominate conversations with stories about my accomplishments,0,Arrogance
I disregard feedback from people I consider beneath me,0,Arrogance
I expect immediate responses to my messages at any hour,0,Arrogance
I constantly correct others' grammar or pronunciation,0,Arrogance
I believe my time is more valuable than anyone else's,0,Arrogance
I dismiss entire fields of expertise that I'm unfamiliar with,0,Arrogance
I took the last piece of cake without asking if anyone else wanted it,0,Selfishness
I use shared resources without contributing to their replacement,0,Selfishness
I only help colleagues when I need something in return,0,Selfishness
I never volunteer for office housekeeping tasks,0,Selfishness
"I called in sick to attend a concert, leaving my coworkers short-staffed",0,Selfishness
I expect others to accommodate my schedule but refuse to adjust mine,0,Selfishness
I use more than my fair share of the team's budget,0,Selfishness
I take credit for collective achievements in my performance review,0,Selfishness
I monopolize the conversation at meetings with my concerns,0,Selfishness
I hoard information that would help others succeed,0,Selfishness
I refuse to share my expertise with new team members,0,Selfishness
I take advantage of my roommate's generosity without reciprocating,0,Selfishness
I use office supplies for personal projects without permission,0,Selfishness
I expect others to clean up my messes in shared spaces,0,Selfishness
I park across two spaces to protect my car,0,Selfishness
I avoid group projects where I won't get individual recognition,0,Selfishness
I ignore emails that don't directly benefit me,0,Selfishness
I refuse to share my research with colleagues working on related projects,0,Selfishness
I take extended lunch breaks while others cover my responsibilities,0,Selfishness
I choose the best tasks for myself and delegate the tedious ones,0,Selfishness
I scroll through my phone when someone is talking to me,0,Disrespect
I make promises I don't intend to keep,0,Disrespect
I interrupt people mid-sentence to make my own points,0,Disrespect
I make jokes about cultural traditions I don't understand,0,Disrespect
I ignore emails from certain colleagues for days,0,Disrespect
I leave meetings early without explanation when I'm bored,0,Disrespect
I refuse to learn how to pronounce my colleague's name correctly,0,Disrespect
I dismiss concerns from junior team members without consideration,0,Disrespect
I take phone calls during presentations,0,Disrespect
I play loud music in shared spaces without headphones,0,Disrespect
I belittle someone's professional field as being easy or meaningless,0,Disrespect
I show up significantly late without apologizing,0,Disrespect
I mockingly imitate how someone speaks,0,Disrespect
I eat strong-smelling food in small enclosed spaces,0,Disrespect
I make inappropriate jokes during serious discussions,0,Disrespect
I ignore accessibility needs when planning team events,0,Disrespect
I talk negatively about my company to clients,0,Disrespect
I send urgent requests at the end of the workday expecting immediate action,0,Disrespect
I refuse to participate in cultural sensitivity training,0,Disrespect
I openly criticize team decisions in front of clients,0,Disrespect
I can't stand when someone else gets recognition for their achievements,0,Jealousy
I downplay my friend's promotion because I'm still waiting for mine,0,Jealousy
I spread rumors about the colleague who got the project I wanted,0,Jealousy
I feel bitter when my teammates receive praise for their contributions,0,Jealousy
I avoid attending celebrations for others' milestones,0,Jealousy
I question the qualifications of newly promoted colleagues,0,Jealousy
I refuse to acknowledge the quality of a competitor's product,0,Jealousy
I try to outshine others during group presentations,0,Jealousy
I feel resentful when friends spend time with other people,0,Jealousy
I criticize my sibling's achievements in front of family,0,Jealousy
I deliberately exclude successful team members from important emails,0,Jealousy
I feel threatened when new talented people join our department,0,Jealousy
I minimize the accomplishments of colleagues in meetings with supervisors,0,Jealousy
I check my partner's phone because I don't trust them,0,Jealousy
I point out flaws in others' work to make mine look better,0,Jealousy
I withhold useful information from ambitious coworkers,0,Jealousy
I get angry when I'm not invited to every meeting,0,Jealousy
I attribute others' success to luck rather than skill or effort,0,Jealousy
I make undermining comments about my friend's new relationship,0,Jealousy
I avoid mentoring promising employees who might outshine me,0,Jealousy
I put off starting projects until the deadline is looming,0,Laziness
I did the minimum required work for the group assignment,0,Laziness
I skip reviewing my work for errors before submission,0,Laziness
I reuse old presentations with minimal updates,0,Laziness
I avoid tasks that require learning new skills,0,Laziness
I make up excuses to miss training sessions,0,Laziness
I take the elevator to go up or down one floor,0,Laziness
I let my inbox pile up until it becomes unmanageable,0,Laziness
I don't document my code because it takes too much time,0,Laziness
I ignore preventative maintenance until something breaks,0,Laziness
I use sick days when I just don't feel like working,0,Laziness
I hide during busy periods so others will handle the rush,0,Laziness
I create shortcuts that compromise quality in my work,0,Laziness
I stop contributing to projects once my part becomes challenging,0,Laziness
I don't prepare for meetings and wing it instead,0,Laziness
I give vague responses to avoid detailed work,0,Laziness
I consistently ask for extensions on deadlines,0,Laziness
"I don't bother to learn new systems, relying on others for help instead",0,Laziness
I leave cleaning tasks for others in shared spaces,0,Laziness
I wait for someone else to refill supplies I've used up,0,Laziness
I immediately point out flaws in every new initiative,0,Negativity
I predict failure for projects before they even begin,0,Negativity
I focus conversations on what's going wrong rather than solutions,0,Negativity
I constantly compare our organization unfavorably to competitors,0,Negativity
I respond to good news with reasons why it won't last,0,Negativity
I bring up past failures whenever similar ideas are proposed,0,Negativity
I find the downside to every positive development,0,Negativity
I use phrases like 'it will never work' or 'we tried that before',0,Negativity
I criticize new approaches without offering alternatives,0,Negativity
I dwell on minor problems while ignoring major successes,0,Negativity
I begin meetings by listing all the challenges we face,0,Negativity
I make pessimistic predictions about project outcomes,0,Negativity
I discourage team members from taking reasonable risks,0,Negativity
I focus on the one negative comment in an otherwise positive review,0,Negativity
I respond to ideas with all the reasons they might fail,0,Negativity
I attribute successes to luck but failures to incompetence,0,Negativity
I emphasize constraints rather than possibilities,0,Negativity
"I preface suggestions with 'this probably won't work, but...'",0,Negativity
I maintain that things were always better in the past,0,Negativity
I expect the worst outcome in every situation,0,Negativity
I deliberately gave my colleague incorrect information before their presentation,0,Cruelty
I made fun of someone's accent during the team meeting,0,Cruelty
I left negative anonymous comments on a coworker's project,0,Cruelty
I shared an unflattering photo of a colleague without permission,0,Cruelty
I spread rumors about someone's personal life to damage their reputation,0,Cruelty
I purposely excluded one team member from the group lunch,0,Cruelty
I mocked a new employee for asking basic questions,0,Cruelty
I revealed someone's secret to embarrass them in front of others,0,Cruelty
I critiqued a colleague's appearance in front of clients,0,Cruelty
I blamed my mistake on a junior team member who couldn't defend themselves,0,Cruelty
I intentionally schedule meetings when I know a specific colleague can't attend,0,Cruelty
I sent a harsh critique of someone's work to the entire department,0,Cruelty
I laughed when my coworker was reprimanded by our boss,0,Cruelty
I gave unnecessarily harsh feedback to make someone feel inadequate,0,Cruelty
I sabotaged a colleague's project because they were getting too much praise,0,Cruelty
I tripped someone 'accidentally on purpose' and pretended it was unintentional,0,Cruelty
I deliberately withheld important information that my coworker needed to succeed,0,Cruelty
I made someone cry during a performance review by being unnecessarily harsh,0,Cruelty
I publicly corrected minor mistakes to humiliate a new team member,0,Cruelty
I set impossibly high standards for subordinates while being lenient with myself,0,Cruelty
I shared confidential hiring decisions with unauthorized colleagues,0,Gossiping
I speculated about why my coworker was meeting with HR,0,Gossiping
I spread unconfirmed rumors about upcoming layoffs,0,Gossiping
I discussed my manager's divorce details with team members,0,Gossiping
I shared screenshots of private messages in group chats,0,Gossiping
I revealed who voted against whom in what was supposed to be anonymous feedback,0,Gossiping
I told others about my colleague's salary negotiation,0,Gossiping
I passed on secondhand information about reorganization plans,0,Gossiping
I discussed a team member's medical leave without their permission,0,Gossiping
I shared details from a confidential management meeting,0,Gossiping
I forwarded an email chain containing sensitive information to uninvolved parties,0,Gossiping
I speculated about office romances during lunch conversations,0,Gossiping
I leaked information about a coworker's potential job offer,0,Gossiping
I shared private details about conflicts between other team members,0,Gossiping
I told new employees unflattering stories about their colleagues,0,Gossiping
I discussed clients' personal information with unauthorized coworkers,0,Gossiping
I revealed who was getting bonuses before the official announcement,0,Gossiping
I shared confidential performance review information with peers,0,Gossiping
I spread rumors about why someone was passed over for promotion,0,Gossiping
I disclosed information from a private conversation without permission,0,Gossiping
I exaggerated my workload to get out of taking on new responsibilities,0,Manipulation
I complimented my supervisor excessively just before asking for a favor,0,Manipulation
I made my colleague feel guilty until they offered to finish my work,0,Manipulation
I strategically share information to create conflict between teammates,0,Manipulation
I hint at having insider knowledge to appear more important,0,Manipulation
I pretend I misunderstood directions when I simply didn't do the work,0,Manipulation
I use personal information I've learned about colleagues as leverage,0,Manipulation
I act helpless with technical issues so others will do the work for me,0,Manipulation
I create false urgency to get my requests prioritized,0,Manipulation
I turn team members against each other to strengthen my position,0,Manipulation
I feign interest in others only when I need something from them,0,Manipulation
I subtly undermine colleagues in front of supervisors to look better by comparison,0,Manipulation
I use selective facts to support my position while hiding contrary evidence,0,Manipulation
I pretend to consult the team while having already made the decision,0,Manipulation
I create problems that only I can solve to seem indispensable,0,Manipulation
I share juicy gossip to gain people's trust before extracting information,0,Manipulation
I use flattery to mask my true intentions,0,Manipulation
I feign offense when criticized to shut down legitimate feedback,0,Manipulation
I strategically reveal vulnerabilities to appear authentic while hiding real issues,0,Manipulation
"I present others' ideas as hypotheticals first, then claim them as my own if well-received",0,Manipulation
